order_id,customer_id,product_id,quantity,discount_pct,order_date,location_id,revenue,cost,profit
353,61,66,5,0.28,2023-06-14 09:11:29,5,1295.5,1195.95,99.55
354,167,13,2,0.03,2020-09-10 00:44:20,4,765.39,499.02,266.37
355,6,60,1,0.19,2022-12-26 21:46:13,2,389.72,336.53,53.19
356,91,50,1,0.01,2022-05-02 17:03:15,2,250.49,197.65,52.84
357,136,24,3,0.27,2023-05-31 22:09:10,3,840.24,723.63,116.61
358,289,34,4,0.14,2021-09-06 00:42:11,1,415.55,300.36,115.19
359,191,10,2,0.38,2023-04-29 18:12:23,6,91.98,94.22,-2.24
360,265,79,4,0.13,2020-01-23 04:15:40,5,761.74,419.04,342.7
361,103,20,4,0.23,2023-01-12 01:41:39,6,190.01,106.88,83.13
362,135,25,2,0.1,2020-04-11 23:08:39,3,574.54,376.26,198.28
363,127,41,2,0.25,2022-07-26 21:47:29,4,500.76,295.84,204.92
364,267,54,4,0.19,2020-10-12 02:30:44,3,627.3,599.72,27.58
365,288,41,4,0.15,2023-11-07 15:55:56,3,1135.06,591.68,543.38
366,289,41,1,0.08,2023-01-28 05:19:18,4,307.13,147.92,159.21
367,226,47,2,0.04,2020-06-01 17:46:19,3,696.13,530.74,165.39
368,151,69,3,0.05,2023-07-26 09:03:52,5,150.22,110.49,39.73
369,163,32,3,0.4,2021-01-02 20:02:42,1,373.0,471.51,-98.51
370,295,67,1,0.16,2022-03-07 15:15:22,2,191.04,124.96,66.08
371,86,63,5,0.0,2020-05-04 12:00:31,6,683.05,415.0,268.05
372,105,77,2,0.38,2020-06-03 03:00:49,6,471.78,486.82,-15.04
373,270,74,2,0.01,2020-12-18 07:39:38,5,577.59,427.32,150.27
374,116,64,1,0.17,2022-02-19 06:02:24,3,402.33,255.15,147.18
375,71,20,5,0.29,2022-03-03 15:03:18,3,219.0,133.6,85.4
376,169,62,2,0.37,2023-06-03 04:24:55,1,442.71,532.22,-89.51
377,98,59,5,0.29,2020-08-29 02:30:13,2,225.11,239.9,-14.79
378,268,24,3,0.19,2022-12-30 05:41:46,5,932.32,723.63,208.69
379,273,55,5,0.39,2020-01-09 14:02:24,3,470.46,359.3,111.16
380,92,21,1,0.02,2021-03-01 00:04:46,3,329.14,199.72,129.42
381,159,42,1,0.39,2020-09-12 12:23:04,1,125.76,158.0,-32.24
382,296,64,5,0.34,2020-06-29 21:07:37,3,1599.64,1275.75,323.89
383,223,16,5,0.37,2022-05-03 09:44:41,5,1233.1,800.75,432.35
384,65,27,3,0.1,2023-08-07 23:53:12,4,760.89,450.3,310.59
385,178,64,1,0.06,2022-08-31 18:51:44,4,455.66,255.15,200.51
386,186,37,5,0.27,2023-05-31 23:16:10,6,548.7,385.2,163.5
387,197,77,2,0.21,2022-05-13 12:10:20,2,601.14,486.82,114.32
388,8,1,5,0.21,2020-03-19 10:11:11,2,874.49,701.4,173.09
389,90,58,5,0.37,2021-05-20 03:25:45,4,152.43,192.8,-40.37
390,257,66,5,0.25,2023-04-17 13:33:14,3,1349.48,1195.95,153.53
391,73,74,4,0.12,2020-03-05 13:05:35,6,1026.82,854.64,172.18
392,90,13,4,0.16,2020-05-21 22:19:50,1,1325.62,998.04,327.58
393,97,79,3,0.05,2023-05-02 08:26:16,1,623.84,314.28,309.56
394,54,32,1,0.08,2020-04-02 09:27:30,3,190.64,157.17,33.47
395,47,29,2,0.06,2023-11-01 18:55:37,3,38.07,23.32,14.75
396,105,29,4,0.32,2023-01-12 13:22:31,6,55.08,46.64,8.44
397,263,52,5,0.28,2022-08-29 01:38:32,3,1258.85,1059.55,199.3
398,1,53,3,0.21,2022-02-22 00:19:27,3,535.26,340.38,194.88
399,85,38,4,0.15,2020-05-10 10:28:13,2,1131.01,883.2,247.81
400,19,6,1,0.27,2021-08-28 05:45:45,3,294.45,241.05,53.4
401,169,79,3,0.33,2023-03-25 07:48:17,4,439.97,314.28,125.69
402,76,18,3,0.35,2023-08-12 15:19:52,4,558.73,509.67,49.06
403,238,8,5,0.22,2021-10-14 14:13:59,4,576.11,338.15,237.96
404,176,48,2,0.33,2023-05-10 09:11:49,3,313.06,337.96,-24.9
405,236,33,2,0.2,2023-02-07 19:53:22,1,683.89,389.9,293.99
406,191,50,2,0.19,2020-03-25 03:07:35,1,409.89,395.3,14.59
407,132,71,1,0.35,2022-06-24 10:56:13,1,149.9,178.66,-28.76
408,259,8,3,0.15,2022-06-18 11:41:49,4,376.69,202.89,173.8
409,143,23,4,0.16,2022-03-03 14:28:54,6,956.89,883.0,73.89
410,285,42,5,0.12,2023-02-01 12:14:59,6,907.1,790.0,117.1
411,299,64,5,0.21,2023-07-22 16:01:51,2,1914.72,1275.75,638.97
412,177,49,1,0.22,2022-03-14 17:11:23,1,66.17,44.69,21.48
413,203,31,2,0.26,2021-04-12 18:22:16,4,164.61,162.5,2.11
414,77,49,2,0.17,2023-12-06 04:30:45,1,140.82,89.38,51.44
415,245,79,2,0.09,2023-11-07 21:32:04,4,398.38,209.52,188.86
416,202,39,5,0.35,2022-09-28 15:06:16,3,912.37,969.65,-57.28
417,271,71,1,0.14,2022-07-24 07:54:21,6,198.32,178.66,19.66
418,81,63,1,0.37,2020-06-01 01:10:16,4,86.06,83.0,3.06
419,237,25,5,0.08,2021-08-09 08:37:26,5,1468.27,940.65,527.62
420,142,20,5,0.22,2020-10-16 12:21:44,3,240.59,133.6,106.99
421,56,62,2,0.21,2022-01-21 17:52:55,6,555.15,532.22,22.93
422,52,17,2,0.33,2023-04-21 07:38:47,4,311.09,363.76,-52.67
423,169,27,3,0.06,2020-11-23 19:32:23,4,794.7,450.3,344.4
424,96,19,3,0.36,2023-12-26 06:21:13,3,142.46,158.73,-16.27
425,31,49,5,0.21,2020-07-08 02:43:56,3,335.08,223.45,111.63
426,129,24,3,0.23,2020-05-23 13:48:28,6,886.28,723.63,162.65
427,196,53,1,0.2,2023-11-23 17:30:09,3,180.68,113.46,67.22
428,96,75,3,0.01,2020-05-26 11:32:21,1,274.73,128.01,146.72
429,287,67,3,0.2,2022-12-09 08:50:18,3,545.83,374.88,170.95
430,234,76,3,0.11,2023-01-19 13:04:56,3,1145.48,607.11,538.37
431,154,2,3,0.14,2021-04-26 23:00:18,3,1076.32,825.93,250.39
432,281,37,5,0.26,2020-04-03 22:58:26,1,556.22,385.2,171.02
433,130,18,5,0.2,2021-03-26 09:17:13,1,1146.12,849.45,296.67
434,42,74,2,0.04,2020-04-10 02:20:47,2,560.08,427.32,132.76
435,11,57,2,0.03,2022-09-08 11:18:22,3,357.15,211.36,145.79
436,282,26,4,0.07,2023-07-21 16:07:46,1,1037.95,565.6,472.35
437,288,46,3,0.08,2023-12-26 17:51:11,3,136.81,81.54,55.27
438,222,49,3,0.24,2023-03-14 15:45:41,2,193.41,134.07,59.34
439,31,40,1,0.07,2023-02-04 23:09:49,1,365.52,278.05,87.47
440,89,38,2,0.35,2023-07-11 01:58:28,2,432.44,441.6,-9.16
441,13,5,4,0.08,2023-01-29 00:22:33,2,1534.45,694.92,839.53
442,16,37,5,0.04,2022-08-07 17:59:22,1,721.58,385.2,336.38
443,74,28,4,0.35,2023-12-25 12:44:54,5,404.2,378.24,25.96
444,172,66,2,0.12,2021-04-15 21:40:34,1,633.35,478.38,154.97
445,20,70,1,0.17,2021-08-25 15:09:59,4,374.99,228.15,146.84
446,296,61,1,0.38,2023-08-16 05:12:51,4,281.94,343.94,-62.0
447,137,3,2,0.38,2021-03-30 02:16:17,5,436.02,305.06,130.96
448,80,68,3,0.29,2021-03-12 03:16:20,4,297.69,183.57,114.12
449,155,32,5,0.03,2020-08-10 01:02:57,4,1005.02,785.85,219.17
450,238,34,5,0.24,2021-02-06 05:53:59,5,459.04,375.45,83.59
451,94,76,1,0.4,2022-05-16 17:15:39,6,257.41,202.37,55.04
452,15,70,4,0.38,2023-07-18 03:28:14,2,1120.44,912.6,207.84
453,16,5,2,0.04,2020-07-17 22:40:03,5,800.58,347.46,453.12
454,256,29,1,0.16,2022-09-21 00:01:25,3,17.01,11.66,5.35
455,34,60,3,0.13,2023-01-23 20:32:34,1,1255.78,1009.59,246.19
456,191,44,1,0.05,2023-07-31 16:20:59,4,83.27,36.37,46.9
457,116,21,2,0.28,2022-12-31 01:40:55,6,483.64,399.44,84.2
458,234,42,3,0.11,2020-08-15 14:46:52,1,550.45,474.0,76.45
459,19,70,2,0.14,2021-12-14 19:30:40,1,777.08,456.3,320.78
460,270,18,3,0.04,2023-10-22 08:28:47,6,825.21,509.67,315.54
461,210,60,3,0.2,2023-08-19 06:45:39,4,1154.74,1009.59,145.15
462,135,59,4,0.06,2022-06-13 14:29:06,2,238.42,191.92,46.5
463,63,71,1,0.17,2023-11-07 06:10:24,5,191.41,178.66,12.75
464,294,24,1,0.06,2022-09-02 07:56:52,3,360.65,241.21,119.44
465,91,18,3,0.38,2020-04-04 17:46:20,2,532.95,509.67,23.28
466,148,44,2,0.06,2023-08-27 12:40:57,2,164.78,72.74,92.04
467,119,43,4,0.21,2020-09-02 11:50:08,4,1289.09,802.96,486.13
468,70,33,1,0.08,2021-07-09 21:35:03,1,393.24,194.95,198.29
469,125,63,3,0.03,2020-12-13 15:05:00,3,397.54,249.0,148.54
470,46,64,5,0.08,2022-11-16 13:54:28,2,2229.8,1275.75,954.05
471,1,20,1,0.02,2020-02-13 18:42:19,1,60.46,26.72,33.74
472,87,64,2,0.06,2022-07-23 21:32:07,5,911.31,510.3,401.01
473,34,19,5,0.2,2023-06-15 23:55:31,1,296.8,264.55,32.25
474,125,33,3,0.26,2023-02-24 02:51:18,6,948.89,584.85,364.04
475,259,3,1,0.03,2021-03-24 04:57:38,1,341.08,152.53,188.55
476,49,28,2,0.18,2023-08-02 12:52:31,3,254.95,189.12,65.83
477,1,77,4,0.23,2021-06-12 13:54:46,1,1171.85,973.64,198.21
478,34,36,5,0.09,2022-09-19 21:19:56,3,656.52,482.6,173.92
479,153,57,2,0.15,2022-01-09 17:45:50,4,312.97,211.36,101.61
480,83,9,3,0.03,2020-04-08 18:05:23,1,997.66,453.96,543.7
481,147,51,4,0.09,2020-01-05 06:51:50,4,292.62,166.04,126.58
482,9,30,1,0.19,2020-09-24 09:14:15,5,179.16,90.38,88.78
483,100,60,2,0.4,2023-09-26 14:15:12,3,577.37,673.06,-95.69
484,124,75,4,0.4,2023-10-24 19:23:43,1,222.0,170.68,51.32
485,130,43,1,0.39,2021-08-21 18:05:34,5,248.84,200.74,48.1
486,166,9,4,0.17,2023-11-15 05:30:45,2,1138.23,605.28,532.95
487,235,39,3,0.03,2020-03-13 04:56:04,1,816.92,581.79,235.13
488,141,10,5,0.13,2023-11-13 10:09:45,3,322.68,235.55,87.13
489,253,36,1,0.1,2020-12-03 03:18:16,2,129.86,96.52,33.34
490,159,5,5,0.01,2020-02-23 17:27:03,1,2064.0,868.65,1195.35
491,79,52,2,0.04,2023-01-11 11:40:14,5,671.39,423.82,247.57
492,69,25,1,0.18,2021-07-12 08:59:01,4,261.74,188.13,73.61
493,97,17,4,0.14,2021-03-02 19:18:49,6,798.63,727.52,71.11
494,180,2,3,0.07,2023-01-14 02:55:53,3,1163.93,825.93,338.0
495,73,72,5,0.29,2021-05-01 06:27:27,3,373.35,261.05,112.3
496,275,67,1,0.14,2023-01-04 05:07:06,6,195.59,124.96,70.63
497,144,65,1,0.34,2020-10-12 01:22:24,1,257.72,276.77,-19.05
498,259,5,3,0.1,2020-05-05 10:14:52,3,1125.82,521.19,604.63
499,205,28,5,0.22,2021-04-19 09:14:03,5,606.29,472.8,133.49
500,101,78,3,0.07,2022-06-08 20:29:26,2,1007.55,812.34,195.21
501,69,47,4,0.2,2020-11-24 11:13:43,6,1160.22,1061.48,98.74
502,224,11,5,0.06,2020-07-27 14:09:05,2,488.56,243.35,245.21
503,100,12,5,0.06,2022-12-29 18:13:33,3,40.61,33.25,7.36
504,75,22,3,0.24,2021-12-21 02:03:18,6,543.07,426.09,116.98
505,280,78,4,0.11,2021-09-21 22:14:44,2,1285.62,1083.12,202.5
506,145,14,3,0.07,2020-12-15 22:35:13,6,932.14,540.0,392.14
507,15,73,4,0.37,2020-01-26 20:02:31,1,394.25,281.04,113.21
508,149,55,3,0.02,2020-03-18 14:46:02,2,453.5,215.58,237.92
509,139,74,3,0.23,2022-09-21 23:36:34,4,673.85,640.98,32.87
510,260,67,3,0.22,2020-04-26 19:52:50,4,532.19,374.88,157.31
511,214,27,4,0.1,2020-12-26 12:21:10,6,1014.52,600.4,414.12
512,58,67,4,0.18,2023-08-22 21:41:20,6,745.97,499.84,246.13
513,46,14,5,0.04,2021-05-17 04:54:56,5,1603.68,900.0,703.68
514,182,24,4,0.29,2022-12-23 04:23:40,4,1089.62,964.84,124.78
515,15,17,1,0.09,2021-05-16 06:01:21,2,211.27,181.88,29.39
516,96,11,3,0.08,2023-09-22 11:06:44,5,286.9,146.01,140.89
517,42,8,2,0.13,2023-04-14 22:02:51,4,257.03,135.26,121.77
518,7,15,1,0.36,2022-09-26 05:40:52,1,226.6,225.31,1.29
519,276,10,1,0.32,2021-08-26 09:46:08,5,50.44,47.11,3.33
520,27,31,3,0.38,2023-10-10 20:00:20,3,206.87,243.75,-36.88
521,3,6,5,0.26,2021-06-07 06:35:29,3,1492.43,1205.25,287.18
522,280,5,3,0.27,2023-05-06 05:28:42,3,913.16,521.19,391.97
523,57,80,3,0.19,2022-06-18 19:24:02,5,766.71,496.11,270.6
524,245,8,1,0.36,2022-07-28 18:46:09,2,94.54,67.63,26.91
525,10,6,4,0.2,2021-05-28 06:38:27,3,1290.75,964.2,326.55
526,47,3,1,0.14,2023-04-30 23:51:54,1,302.4,152.53,149.87
527,34,11,5,0.26,2022-12-25 13:24:50,3,384.62,243.35,141.27
528,212,43,5,0.22,2023-04-05 07:49:30,1,1590.97,1003.7,587.27
529,187,67,5,0.05,2023-03-15 22:09:32,4,1080.29,624.8,455.49
530,143,59,2,0.16,2020-08-18 02:35:17,6,106.53,95.96,10.57
531,73,47,1,0.13,2023-07-02 17:35:40,3,315.44,265.37,50.07
532,27,7,2,0.34,2023-05-14 02:11:43,6,259.78,209.38,50.4
533,171,62,4,0.15,2020-12-20 11:44:40,6,1194.62,1064.44,130.18
534,70,3,2,0.33,2023-12-04 05:05:48,1,471.18,305.06,166.12
535,178,51,5,0.18,2022-02-08 10:51:09,4,329.6,207.55,122.05
536,207,33,1,0.3,2021-04-14 23:49:12,4,299.2,194.95,104.25
537,255,71,1,0.05,2020-11-22 05:29:57,3,219.08,178.66,40.42
538,149,25,2,0.37,2021-06-16 11:39:49,5,402.18,376.26,25.92
539,2,52,4,0.19,2020-02-24 19:57:21,3,1132.96,847.64,285.32
540,85,36,4,0.1,2022-10-05 10:19:05,1,519.44,386.08,133.36
541,257,42,2,0.1,2022-10-30 10:11:55,4,371.09,316.0,55.09
542,160,76,4,0.11,2022-09-01 22:56:24,2,1527.31,809.48,717.83
543,186,58,4,0.15,2022-03-12 12:18:13,3,164.53,154.24,10.29
544,138,34,3,0.29,2021-06-13 14:32:54,4,257.3,225.27,32.03
545,49,36,3,0.38,2022-11-22 22:24:42,5,268.38,289.56,-21.18
546,270,57,1,0.27,2023-06-26 05:14:32,2,134.39,105.68,28.71
547,232,28,2,0.22,2020-05-07 22:18:24,3,242.52,189.12,53.4
548,299,14,3,0.18,2021-07-13 00:08:26,1,821.89,540.0,281.89
549,257,38,1,0.33,2023-12-24 11:14:14,3,222.88,220.8,2.08
550,88,6,3,0.34,2023-06-12 11:23:54,4,798.65,723.15,75.5
551,77,14,1,0.12,2023-12-22 17:58:25,4,294.01,180.0,114.01
552,75,34,4,0.38,2020-09-24 14:37:10,2,299.58,300.36,-0.78
553,276,64,1,0.16,2021-11-09 21:35:37,1,407.18,255.15,152.03
554,168,63,1,0.32,2020-07-09 07:37:32,4,92.89,83.0,9.89
555,137,21,4,0.39,2023-06-18 10:41:50,4,819.5,798.88,20.62
556,291,34,2,0.28,2022-01-27 11:22:08,1,173.95,150.18,23.77
557,182,13,2,0.06,2020-12-21 14:38:31,4,741.72,499.02,242.7
558,273,61,2,0.23,2020-05-11 20:57:13,1,700.32,687.88,12.44
559,296,20,2,0.05,2022-12-12 20:19:05,3,117.21,53.44,63.77
560,24,64,4,0.32,2023-03-31 07:00:36,4,1318.49,1020.6,297.89
561,109,68,4,0.11,2023-07-07 16:04:26,5,497.55,244.76,252.79
562,221,56,2,0.28,2023-11-19 05:04:48,5,456.47,264.98,191.49
563,244,27,4,0.36,2023-04-04 09:54:21,5,721.43,600.4,121.03
564,45,77,4,0.07,2023-02-22 00:31:50,2,1415.35,973.64,441.71
565,96,55,3,0.16,2023-03-31 04:33:49,6,388.71,215.58,173.13
566,165,52,3,0.26,2023-12-29 02:26:27,3,776.29,635.73,140.56
567,240,69,5,0.17,2021-11-07 00:27:11,3,218.75,184.15,34.6
568,34,71,3,0.07,2023-01-12 12:32:02,5,643.4,535.98,107.42
569,181,7,2,0.01,2023-04-12 04:26:51,2,389.66,209.38,180.28
570,89,71,3,0.16,2020-06-18 18:29:08,1,581.14,535.98,45.16
571,65,62,5,0.26,2022-10-05 10:17:47,5,1300.03,1330.55,-30.52
572,155,17,4,0.23,2021-05-09 16:43:11,4,715.05,727.52,-12.47
573,125,25,1,0.06,2020-07-12 09:05:49,4,300.04,188.13,111.91
574,191,61,3,0.18,2020-09-05 17:33:02,1,1118.69,1031.82,86.87
575,96,18,4,0.15,2020-06-15 17:01:17,4,974.2,679.56,294.64
576,247,37,2,0.11,2023-08-03 16:59:19,2,267.59,154.08,113.51
577,24,56,5,0.29,2023-02-01 00:09:05,4,1125.31,662.45,462.86
578,259,53,5,0.12,2020-05-29 03:17:55,4,993.74,567.3,426.44
579,9,73,5,0.22,2022-07-02 04:15:42,5,610.16,351.3,258.86
580,221,9,1,0.37,2022-08-22 05:26:57,6,215.99,151.32,64.67
581,104,24,3,0.22,2022-01-28 06:56:20,2,897.79,723.63,174.16
582,116,79,3,0.25,2022-06-03 22:04:25,1,492.5,314.28,178.22
583,6,46,4,0.03,2023-08-17 14:27:11,4,192.33,108.72,83.61
584,211,20,5,0.07,2022-01-27 12:36:27,6,286.86,133.6,153.26
585,50,24,2,0.04,2022-08-21 00:02:45,1,736.65,482.42,254.23
586,198,28,3,0.31,2022-04-13 19:17:03,3,321.8,283.68,38.12
587,218,45,4,0.33,2021-08-01 08:58:54,3,43.52,40.4,3.12
588,254,23,4,0.07,2023-07-24 15:33:28,2,1059.42,883.0,176.42
589,213,50,4,0.09,2021-08-27 08:10:13,4,920.99,790.6,130.39
590,91,36,2,0.13,2023-03-13 22:17:25,2,251.06,193.04,58.02
591,222,49,5,0.24,2022-06-02 15:45:44,3,322.35,223.45,98.9
592,248,13,1,0.25,2022-09-27 00:52:18,6,295.9,249.51,46.39
593,96,50,3,0.27,2023-01-15 00:02:45,3,554.11,592.95,-38.84
594,38,74,4,0.36,2022-12-10 11:15:57,1,746.78,854.64,-107.86
595,268,11,1,0.12,2022-04-03 22:56:23,6,91.48,48.67,42.81
596,45,27,3,0.26,2022-06-17 14:35:33,2,625.62,450.3,175.32
597,179,56,3,0.22,2022-01-12 18:58:52,5,741.76,397.47,344.29
598,71,50,4,0.12,2021-05-10 03:10:24,5,890.63,790.6,100.03
599,38,54,1,0.36,2022-11-27 06:36:02,4,123.91,149.93,-26.02
600,233,45,2,0.04,2023-07-07 03:59:22,1,31.18,20.2,10.98
601,44,55,2,0.28,2022-10-26 16:28:11,6,222.12,143.72,78.4
602,202,49,4,0.29,2023-02-01 08:48:44,5,240.92,178.76,62.16
603,208,6,2,0.37,2023-04-27 07:21:11,3,508.23,482.1,26.13
604,19,61,3,0.21,2021-06-20 08:19:55,6,1077.76,1031.82,45.94
605,52,36,4,0.13,2020-04-01 07:48:52,5,502.13,386.08,116.05
606,239,5,4,0.33,2021-05-07 20:30:35,5,1117.48,694.92,422.56
607,153,33,1,0.31,2023-01-07 05:31:21,2,294.93,194.95,99.98
608,37,35,5,0.2,2023-04-05 22:51:38,4,135.44,75.05,60.39
609,298,7,1,0.31,2022-01-20 02:09:58,2,135.79,104.69,31.1
610,80,80,1,0.11,2023-02-10 17:47:10,1,280.81,165.37,115.44
611,2,18,1,0.24,2020-04-19 01:14:48,3,217.76,169.89,47.87
612,278,27,2,0.35,2022-07-29 10:11:17,1,366.35,300.2,66.15
613,5,36,5,0.13,2022-09-18 08:30:40,1,627.66,482.6,145.06
614,167,67,2,0.19,2022-01-11 10:42:52,5,368.44,249.92,118.52
615,298,60,4,0.38,2022-11-12 03:34:06,4,1193.23,1346.12,-152.89
616,174,62,3,0.32,2021-12-18 13:00:48,3,716.77,798.33,-81.56
617,176,19,1,0.35,2022-02-03 11:53:45,2,48.23,52.91,-4.68
618,117,68,3,0.15,2022-05-31 18:58:52,5,356.39,183.57,172.82
619,39,67,1,0.4,2023-03-04 22:42:58,4,136.46,124.96,11.5
620,172,38,3,0.06,2020-12-29 02:38:18,4,938.07,662.4,275.67
621,270,44,3,0.21,2021-03-14 08:41:37,2,207.73,109.11,98.62
622,28,3,3,0.19,2021-09-03 12:16:13,1,854.46,457.59,396.87
623,265,61,2,0.32,2020-10-21 18:49:44,1,618.46,687.88,-69.42
624,125,77,4,0.36,2021-05-02 23:11:51,1,974.0,973.64,0.36
625,161,38,3,0.29,2021-05-27 01:43:03,6,708.54,662.4,46.14
626,50,44,2,0.25,2021-04-03 18:52:02,3,131.48,72.74,58.74
627,187,40,3,0.17,2021-08-21 16:10:11,4,978.64,834.15,144.49
628,55,7,1,0.2,2022-01-06 23:34:47,6,157.44,104.69,52.75
629,82,50,5,0.2,2022-10-13 01:30:48,6,1012.08,988.25,23.83
630,217,58,4,0.01,2021-03-18 07:00:44,2,191.62,154.24,37.38
631,16,75,2,0.2,2023-05-19 11:01:07,3,148.0,85.34,62.66
632,135,75,4,0.34,2021-11-30 23:08:15,3,244.2,170.68,73.52
633,179,40,4,0.28,2022-11-18 12:58:24,1,1131.93,1112.2,19.73
634,40,77,4,0.32,2020-06-16 14:49:45,5,1034.88,973.64,61.24
635,89,43,1,0.16,2020-09-11 00:31:26,4,342.67,200.74,141.93
636,104,52,5,0.21,2021-10-24 04:53:21,3,1381.24,1059.55,321.69
637,200,49,5,0.01,2021-06-18 16:14:47,4,419.91,223.45,196.46
638,294,80,5,0.15,2021-12-25 08:07:00,5,1340.96,826.85,514.11
639,251,60,5,0.19,2020-08-19 06:48:59,1,1948.62,1682.65,265.97
640,57,10,5,0.1,2021-11-22 11:14:27,4,333.81,235.55,98.26
641,6,6,4,0.01,2022-09-29 14:48:57,6,1597.31,964.2,633.11
642,16,33,1,0.28,2022-11-29 13:04:00,5,307.75,194.95,112.8
643,179,42,3,0.17,2020-12-28 07:56:33,4,513.34,474.0,39.34
644,47,54,2,0.17,2021-05-17 20:50:01,1,321.39,299.86,21.53
645,70,39,2,0.1,2022-02-06 01:33:29,5,505.31,387.86,117.45
646,255,42,5,0.22,2022-01-26 05:56:14,5,804.02,790.0,14.02
647,263,74,5,0.18,2023-03-02 01:43:03,3,1196.01,1068.3,127.71
648,252,27,3,0.19,2021-07-23 19:45:29,4,684.8,450.3,234.5
649,77,40,4,0.23,2022-09-06 13:42:43,4,1210.53,1112.2,98.33
650,186,45,1,0.0,2023-07-14 06:45:01,1,16.24,10.1,6.14
651,184,38,2,0.36,2021-03-11 15:01:28,2,425.79,441.6,-15.81
652,56,78,5,0.03,2023-04-16 12:56:49,5,1751.48,1353.9,397.58
653,167,77,3,0.18,2021-04-30 23:39:03,6,935.96,730.23,205.73
654,158,42,3,0.08,2021-05-03 05:06:55,2,569.0,474.0,95.0
655,119,37,3,0.21,2022-08-11 21:53:04,3,356.28,231.12,125.16
656,226,48,2,0.11,2022-06-26 19:23:02,6,415.86,337.96,77.9
657,204,15,5,0.34,2022-03-13 05:20:59,1,1168.4,1126.55,41.85
658,160,35,4,0.16,2020-12-03 14:10:36,2,113.77,60.04,53.73
659,218,18,4,0.26,2020-05-20 17:37:40,1,848.13,679.56,168.57
660,229,12,2,0.1,2023-08-20 01:26:21,2,15.55,13.3,2.25
661,171,8,4,0.01,2023-06-30 00:39:55,4,584.97,270.52,314.45
662,81,47,5,0.16,2023-07-18 12:56:59,3,1522.79,1326.85,195.94
663,228,1,4,0.21,2022-01-18 09:58:05,6,699.59,561.12,138.47
664,216,52,3,0.18,2023-07-15 10:13:06,6,860.21,635.73,224.48
665,296,35,2,0.38,2021-11-22 02:34:11,6,41.99,30.02,11.97
666,45,30,3,0.28,2020-04-20 05:34:15,5,477.75,271.14,206.61
667,126,62,2,0.4,2020-10-16 17:18:51,5,421.63,532.22,-110.59
668,278,44,4,0.12,2021-02-01 23:59:09,4,308.53,145.48,163.05
669,155,59,1,0.32,2021-07-04 09:51:48,6,43.12,47.98,-4.86
670,283,57,1,0.22,2023-10-03 00:26:35,1,143.6,105.68,37.92
671,4,3,4,0.24,2021-04-30 22:10:59,5,1068.96,610.12,458.84
672,11,18,2,0.39,2022-06-13 10:06:18,1,349.57,339.78,9.79
673,239,46,3,0.26,2021-01-30 06:34:41,3,110.05,81.54,28.51
674,108,79,3,0.36,2022-07-28 04:18:29,2,420.27,314.28,105.99
675,157,13,3,0.29,2022-04-08 09:55:34,4,840.35,748.53,91.82
676,129,9,4,0.05,2020-08-07 15:02:12,5,1302.79,605.28,697.51
677,123,76,2,0.28,2021-11-05 22:07:43,1,617.79,404.74,213.05
678,282,78,4,0.19,2020-06-02 21:03:55,4,1170.06,1083.12,86.94
679,29,14,2,0.37,2023-07-22 05:29:12,2,420.97,360.0,60.97
680,232,33,2,0.32,2022-10-25 00:45:12,1,581.3,389.9,191.4
681,267,51,3,0.04,2023-10-06 08:41:34,3,231.52,124.53,106.99
682,198,16,5,0.05,2023-07-02 09:46:02,4,1859.44,800.75,1058.69
683,119,27,2,0.03,2020-11-16 10:20:56,2,546.71,300.2,246.51
684,49,32,3,0.2,2022-10-29 13:13:39,3,497.33,471.51,25.82
685,205,52,1,0.03,2020-05-26 03:41:39,6,339.19,211.91,127.28
686,141,25,1,0.29,2023-11-03 11:25:16,3,226.62,188.13,38.49
687,45,33,4,0.22,2023-02-20 14:13:40,6,1333.58,779.8,553.78
688,108,24,4,0.33,2022-09-20 12:04:01,6,1028.24,964.84,63.4
689,289,61,2,0.11,2023-12-23 11:56:36,3,809.46,687.88,121.58
690,80,13,4,0.21,2023-05-21 11:39:16,4,1246.71,998.04,248.67
691,54,19,2,0.05,2023-06-14 20:32:47,5,140.98,105.82,35.16
692,205,20,2,0.35,2020-05-26 04:26:53,3,80.2,53.44,26.76
693,60,73,3,0.07,2020-02-04 14:21:25,3,436.5,210.78,225.72
694,276,76,2,0.04,2023-11-04 05:16:32,2,823.72,404.74,418.98
695,258,41,5,0.08,2021-01-01 20:16:29,1,1535.66,739.6,796.06
696,296,13,3,0.32,2021-09-14 13:04:25,1,804.84,748.53,56.31
697,274,61,2,0.04,2020-03-04 06:42:48,3,873.12,687.88,185.24
698,74,40,3,0.25,2022-06-28 16:09:40,5,884.32,834.15,50.17
699,64,68,4,0.3,2023-04-13 08:06:33,2,391.33,244.76,146.57
700,103,29,2,0.3,2023-05-13 22:46:29,2,28.35,23.32,5.03
701,141,80,5,0.08,2022-04-28 20:30:01,2,1451.39,826.85,624.54
702,264,65,3,0.02,2022-08-23 12:52:26,4,1148.01,830.31,317.7
703,221,18,4,0.18,2022-01-20 00:41:51,2,939.82,679.56,260.26
704,194,59,5,0.08,2021-10-13 08:55:27,2,291.69,239.9,51.79
705,264,23,3,0.28,2022-03-20 11:55:25,1,615.15,662.25,-47.1
706,194,28,1,0.14,2023-09-28 09:45:05,2,133.7,94.56,39.14
